    Ticket_ID,Month,Region,Network_Type,Issue_Type,Priority,Service_Status,Response_Time_hrs,Resolution_Time_hrs,CSAT_Rating
    TKT-3207,Oct,Central Zone,Broadband,Service Outage,High,In Progress,18.22,40.98,3.77
    TKT-3208,Mar,South Zone,Broadband,Dropped Calls,Medium,Resolved,8.35,30.7,4.27
    TKT-3209,Mar,West Zone,TV,Installation Delay,High,SLA Breached,17.29,65.62,2.77
    TKT-3210,Jul,Central Zone,Mobile,No Signal,Low,SLA Breached,9.06,52.41,3.41
    TKT-3211,Jan,West Zone,Broadband,No Signal,High,Resolved,8.82,40.19,3.92
    TKT-3212,Nov,Central Zone,Mobile,Installation Delay,High,In Progress,16.44,76.3,2.63
    TKT-3213,Jul,South Zone,Mobile,Dropped Calls,Medium,Escalated,5.67,36.21,4.36
    TKT-3214,Jan,North Zone,TV,Dropped Calls,Medium,In Progress,16.53,45.66,3.54
    TKT-3215,Feb,West Zone,TV,Billing Error,High,SLA Breached,8.33,45.77,4.07
    TKT-3216,Jun,North Zone,Landline,Service Outage,Low,Resolved,13.67,50.84,3.72
    TKT-3217,Jul,South Zone,Landline,Service Outage,Medium,In Progress,9.67,49.11,3.17
    TKT-3218,Jun,West Zone,Broadband,Dropped Calls,Medium,Resolved,12.75,31.87,3.76
    TKT-3219,Jul,South Zone,Broadband,Dropped Calls,High,In Progress,14.96,55.54,4.08
    TKT-3220,May,North Zone,Broadband,Billing Error,Medium,Resolved,19.53,76.96,2.99
    TKT-3221,Apr,Central Zone,TV,Billing Error,Low,Escalated,14.65,47.77,3.51
    TKT-3222,Jul,East Zone,Landline,Dropped Calls,Medium,Resolved,17.63,74.92,2.76
    TKT-3223,Nov,South Zone,TV,Dropped Calls,Medium,Resolved,5.35,40.3,4.27
    TKT-3224,Apr,South Zone,Landline,No Signal,Low,Resolved,9.93,25.06,3.77
    TKT-3225,Jun,West Zone,TV,Service Outage,Medium,SLA Breached,15.1,46.79,3.12
    TKT-3226,Mar,South Zone,Broadband,Slow Internet,Medium,Escalated,7.87,51.39,4.0
    TKT-3227,May,West Zone,TV,Service Outage,Low,SLA Breached,17.07,52.94,3.09
    TKT-3228,Jan,Central Zone,TV,Billing Error,Low,Resolved,7.22,26.61,4.12
    TKT-3229,Nov,Central Zone,Broadband,No Signal,High,SLA Breached,12.07,29.24,3.64
    TKT-3230,Dec,South Zone,Broadband,Dropped Calls,Low,Resolved,7.26,64.34,3.56
    TKT-3231,Jan,North Zone,Broadband,Service Outage,High,Escalated,6.03,47.73,4.07
    TKT-3232,Jun,Central Zone,Broadband,Slow Internet,High,SLA Breached,14.96,29.88,3.85
    TKT-3233,Mar,North Zone,Mobile,Installation Delay,High,Escalated,18.31,41.28,3.5
    TKT-3234,Sep,Central Zone,Landline,Installation Delay,Medium,SLA Breached,10.19,60.51,3.36
    TKT-3235,Jan,East Zone,Mobile,Dropped Calls,High,Resolved,13.38,27.89,4.16
    TKT-3236,May,East Zone,TV,Slow Internet,Medium,Escalated,13.2,61.38,3.59
    TKT-3237,Aug,East Zone,TV,Dropped Calls,High,In Progress,14.14,57.94,3.0
    TKT-3238,Oct,North Zone,Broadband,Dropped Calls,Low,In Progress,14.0,70.73,2.84
    TKT-3239,Jun,East Zone,Landline,No Signal,High,Resolved,19.13,53.53,3.16
    TKT-3240,Feb,Central Zone,Landline,Service Outage,Medium,Resolved,14.81,39.6,3.91
    TKT-3241,Oct,East Zone,Landline,No Signal,Low,In Progress,13.2,70.99,3.15
    TKT-3242,Jan,West Zone,Broadband,Slow Internet,Medium,SLA Breached,13.23,46.52,3.53
    TKT-3243,Dec,Central Zone,Mobile,Dropped Calls,Medium,SLA Breached,16.78,47.29,3.1
    TKT-3244,Apr,Central Zone,Mobile,Dropped Calls,Medium,SLA Breached,15.85,67.32,2.6
    TKT-3245,Jul,East Zone,Mobile,Installation Delay,High,Escalated,13.04,48.62,3.3
    TKT-3246,Oct,South Zone,Landline,Installation Delay,Medium,SLA Breached,18.14,75.09,3.0
    TKT-3247,Feb,East Zone,Landline,No Signal,Low,In Progress,16.96,32.92,4.11
    TKT-3248,Aug,West Zone,Broadband,Installation Delay,High,SLA Breached,14.51,35.27,3.95
    TKT-3249,May,East Zone,Mobile,Installation Delay,High,Resolved,13.04,55.49,3.82
    TKT-3250,Nov,South Zone,TV,Dropped Calls,Medium,Escalated,9.56,35.6,4.22
    TKT-3251,Feb,North Zone,TV,No Signal,High,SLA Breached,5.68,21.01,4.23
    TKT-3252,Dec,South Zone,Broadband,Billing Error,High,SLA Breached,13.78,37.24,3.34
    TKT-3253,Dec,Central Zone,Landline,Billing Error,High,Resolved,9.14,54.62,3.4
    TKT-3254,May,Central Zone,TV,Installation Delay,Low,Escalated,16.95,39.57,3.22
    TKT-3255,Nov,South Zone,Broadband,Slow Internet,High,Resolved,6.9,50.49,4.01
    TKT-3256,Jun,Central Zone,Mobile,Slow Internet,Medium,Resolved,8.18,49.25,3.84
    TKT-3257,Jun,West Zone,Mobile,No Signal,Medium,SLA Breached,18.23,61.27,2.96
    TKT-3258,Mar,Central Zone,Broadband,Installation Delay,Low,Resolved,13.36,53.45,3.6
    TKT-3259,Feb,East Zone,Broadband,Slow Internet,Low,Escalated,6.95,26.94,4.58
    TKT-3260,Apr,South Zone,Mobile,Billing Error,High,Resolved,19.14,79.01,2.6
    TKT-3261,May,West Zone,Mobile,Billing Error,Medium,Resolved,16.57,63.52,3.19
    TKT-3262,May,West Zone,Broadband,Dropped Calls,Low,SLA Breached,19.48,39.6,3.53
    TKT-3263,Nov,North Zone,Broadband,Billing Error,Medium,Resolved,12.18,47.79,3.39
    TKT-3264,Aug,South Zone,Landline,Installation Delay,Medium,Escalated,12.28,62.23,3.4
    TKT-3265,Nov,West Zone,Landline,Billing Error,Medium,SLA Breached,8.46,38.61,3.61
    TKT-3266,Aug,East Zone,TV,No Signal,Medium,SLA Breached,10.87,40.86,3.75
    TKT-3267,Sep,East Zone,TV,Service Outage,Medium,Resolved,12.58,52.23,3.33
    TKT-3268,May,Central Zone,TV,Billing Error,High,SLA Breached,10.65,49.51,3.22
    TKT-3269,Sep,South Zone,Mobile,Installation Delay,Medium,SLA Breached,12.7,59.25,3.39
    TKT-3270,Apr,West Zone,Landline,No Signal,High,SLA Breached,15.57,48.29,3.53
    TKT-3271,Feb,East Zone,TV,Slow Internet,Low,Escalated,8.66,23.47,4.18
    TKT-3272,Jan,North Zone,Broadband,Service Outage,Low,SLA Breached,17.86,75.44,2.94
    TKT-3273,Aug,West Zone,Broadband,Service Outage,High,In Progress,14.66,63.16,3.54
    TKT-3274,Sep,South Zone,TV,No Signal,Low,Resolved,18.42,70.4,3.05
    TKT-3275,Sep,Central Zone,Broadband,Billing Error,Low,In Progress,13.24,32.37,3.9
    TKT-3276,Nov,South Zone,Mobile,Installation Delay,Low,SLA Breached,12.21,28.18,3.59
    TKT-3277,Feb,Central Zone,Broadband,Slow Internet,High,Escalated,9.79,39.54,3.54
    TKT-3278,Sep,South Zone,Broadband,Billing Error,Low,SLA Breached,16.51,50.66,3.52
    TKT-3279,Oct,Central Zone,Landline,Service Outage,High,Escalated,18.93,46.16,3.62
    TKT-3280,Mar,West Zone,Broadband,Installation Delay,Low,Resolved,16.68,68.24,3.01
    TKT-3281,Nov,South Zone,TV,Dropped Calls,Medium,SLA Breached,11.9,38.31,4.57
    TKT-3282,May,South Zone,TV,Slow Internet,High,Escalated,12.19,45.9,3.41
    TKT-3283,Oct,Central Zone,Broadband,No Signal,Medium,Resolved,8.27,64.55,3.46
    TKT-3284,Oct,North Zone,Landline,Installation Delay,Low,In Progress,10.48,22.85,4.56
    TKT-3285,Mar,South Zone,Mobile,No Signal,Low,Escalated,7.3,46.16,4.01
    TKT-3286,Jul,South Zone,TV,No Signal,High,SLA Breached,12.5,41.2,3.54
    TKT-3287,Feb,Central Zone,Mobile,Billing Error,High,Resolved,19.91,46.26,3.15
    TKT-3288,May,South Zone,Landline,Slow Internet,High,In Progress,14.64,54.34,3.76
    TKT-3289,Nov,North Zone,Mobile,Billing Error,High,SLA Breached,11.87,57.93,3.02
    TKT-3290,Dec,South Zone,Broadband,Slow Internet,High,SLA Breached,10.35,64.35,3.5
    TKT-3291,Sep,East Zone,Broadband,Installation Delay,Low,Resolved,18.68,35.79,3.33
    TKT-3292,Jul,Central Zone,Mobile,Installation Delay,High,Escalated,18.52,43.1,3.75
    TKT-3293,Nov,West Zone,Mobile,Service Outage,High,In Progress,6.99,40.66,3.67
    TKT-3294,Mar,North Zone,Landline,Dropped Calls,Low,In Progress,19.31,59.42,3.07
    TKT-3295,Jun,South Zone,Landline,Slow Internet,High,SLA Breached,19.84,40.07,3.25
    TKT-3296,Jan,North Zone,Landline,Slow Internet,Low,SLA Breached,19.2,40.76,3.67
    TKT-3297,Mar,West Zone,TV,Installation Delay,Medium,In Progress,14.93,62.0,3.49
    TKT-3298,Apr,North Zone,Broadband,No Signal,Medium,SLA Breached,12.29,54.27,3.41
    TKT-3299,Aug,South Zone,Landline,Service Outage,Low,In Progress,9.82,68.26,3.61
    TKT-3300,Mar,West Zone,Broadband,Service Outage,Low,Resolved,9.57,43.63,3.25
    TKT-3301,Jun,North Zone,Landline,Dropped Calls,Medium,Escalated,13.36,26.7,2.98
    TKT-3302,Oct,East Zone,Landline,Dropped Calls,Medium,Resolved,17.27,60.28,3.34
    TKT-3303,Nov,West Zone,Broadband,Slow Internet,Medium,In Progress,16.1,51.61,2.96
    TKT-3304,Jun,South Zone,Broadband,Installation Delay,Low,Resolved,13.61,68.64,3.28
    TKT-3305,Dec,North Zone,TV,No Signal,Low,Resolved,10.38,32.04,3.72
    TKT-3306,Jun,South Zone,TV,Dropped Calls,Medium,Resolved,9.3,24.07,4.66
    TKT-3307,Jun,Central Zone,Landline,Service Outage,High,Resolved,14.84,52.75,3.49
    TKT-3308,May,West Zone,Broadband,Slow Internet,High,Resolved,5.22,16.26,4.35
    TKT-3309,Jun,East Zone,Broadband,Installation Delay,Low,Resolved,12.68,67.05,2.89
    TKT-3310,Aug,Central Zone,Landline,Service Outage,Medium,SLA Breached,18.81,32.7,3.64
    TKT-3311,Jan,Central Zone,Landline,Slow Internet,Medium,SLA Breached,16.54,39.75,3.28
    TKT-3312,Oct,West Zone,Broadband,No Signal,Low,Resolved,12.37,30.74,3.72
    TKT-3313,Feb,North Zone,Mobile,Dropped Calls,High,Resolved,12.76,34.3,3.46
    TKT-3314,Nov,Central Zone,TV,Installation Delay,Medium,Resolved,10.13,65.59,3.22
    TKT-3315,Oct,South Zone,TV,No Signal,Low,SLA Breached,15.59,60.58,3.21
    TKT-3316,Jan,West Zone,TV,Service Outage,High,In Progress,17.07,71.69,2.89
    TKT-3317,Sep,East Zone,Mobile,Dropped Calls,High,Resolved,16.07,58.95,3.74
    TKT-3318,Aug,North Zone,Landline,Service Outage,High,Escalated,5.29,61.58,3.96
    TKT-3319,Sep,North Zone,Landline,No Signal,Low,Escalated,13.66,49.57,3.12
    TKT-3320,May,South Zone,Broadband,No Signal,Low,Escalated,19.65,66.09,3.02
    TKT-3321,Feb,East Zone,Mobile,Service Outage,Medium,SLA Breached,15.38,32.12,3.45
    TKT-3322,Aug,North Zone,TV,Dropped Calls,Low,SLA Breached,15.19,28.08,3.75
    TKT-3323,Jul,East Zone,Mobile,Billing Error,Low,In Progress,19.17,45.18,3.26
    TKT-3324,Mar,South Zone,Landline,Service Outage,Medium,Escalated,18.93,43.25,3.82
    TKT-3325,Dec,East Zone,TV,Dropped Calls,Low,Resolved,14.63,62.58,3.14
    TKT-3326,Apr,South Zone,Landline,Slow Internet,Low,In Progress,17.31,29.97,3.65
    TKT-3327,Jul,West Zone,Landline,Billing Error,Medium,SLA Breached,16.43,64.48,2.61
    TKT-3328,Jan,Central Zone,Mobile,No Signal,Medium,Resolved,18.35,44.49,3.49
    TKT-3329,Aug,West Zone,TV,Dropped Calls,High,SLA Breached,9.97,68.73,3.61
    TKT-3330,Feb,West Zone,TV,Slow Internet,Low,Resolved,13.06,55.8,2.98
    TKT-3331,Apr,South Zone,Broadband,Dropped Calls,Medium,Escalated,9.43,66.08,3.49
    TKT-3332,Mar,West Zone,TV,Slow Internet,Low,In Progress,7.92,67.02,3.64
    TKT-3333,Jun,North Zone,TV,Billing Error,Low,Escalated,11.51,50.18,3.23
    TKT-3334,Oct,West Zone,Landline,Slow Internet,Low,SLA Breached,14.85,50.39,3.47
    TKT-3335,Jan,South Zone,Broadband,Service Outage,Low,In Progress,19.81,72.49,2.57
    TKT-3336,Nov,South Zone,Broadband,Service Outage,Low,Escalated,9.44,32.76,4.04
    TKT-3337,Aug,East Zone,Broadband,Billing Error,Medium,Escalated,19.06,74.78,2.98
    TKT-3338,Aug,North Zone,Broadband,Service Outage,Low,In Progress,18.83,29.46,4.01
    TKT-3339,Apr,South Zone,Broadband,Service Outage,Low,In Progress,18.96,73.79,2.7
    TKT-3340,Oct,East Zone,Mobile,Billing Error,Medium,SLA Breached,14.02,24.31,4.51
    TKT-3341,May,South Zone,Broadband,Billing Error,Medium,Resolved,9.41,33.22,3.79
    TKT-3342,Mar,West Zone,Broadband,Slow Internet,Low,SLA Breached,5.3,47.61,3.94
    TKT-3343,Mar,Central Zone,Broadband,No Signal,High,Escalated,11.92,62.46,3.2
    TKT-3344,Jun,West Zone,TV,Slow Internet,Low,Escalated,15.54,73.79,2.79
    TKT-3345,May,East Zone,Landline,Billing Error,High,Resolved,7.26,40.32,3.78
    TKT-3346,Jul,South Zone,TV,Billing Error,Medium,Resolved,8.64,28.22,4.08
    TKT-3347,Jan,Central Zone,Broadband,No Signal,High,SLA Breached,16.75,33.04,3.48
    TKT-3348,Mar,South Zone,TV,Dropped Calls,Medium,Resolved,17.26,62.12,3.06
    TKT-3349,Mar,East Zone,TV,Slow Internet,High,Resolved,16.89,47.31,3.58
    TKT-3350,Jul,East Zone,TV,Billing Error,High,Resolved,15.61,31.68,3.6
    TKT-3351,Nov,Central Zone,Landline,Service Outage,Low,In Progress,14.8,49.46,3.23
    TKT-3352,Feb,West Zone,Broadband,Billing Error,Medium,SLA Breached,9.3,43.14,3.51
    TKT-3353,Aug,West Zone,TV,Service Outage,Medium,SLA Breached,17.39,36.58,3.28
    TKT-3354,Sep,East Zone,Broadband,Billing Error,High,In Progress,15.78,44.38,3.24
    TKT-3355,Dec,West Zone,Broadband,Dropped Calls,High,In Progress,5.92,64.53,3.62
    TKT-3356,Jan,North Zone,Landline,Installation Delay,Low,Resolved,19.11,43.16,3.6
    TKT-3357,May,North Zone,Broadband,Slow Internet,High,Escalated,9.02,22.02,3.96
    TKT-3358,May,East Zone,Landline,Billing Error,Medium,Escalated,11.43,28.94,3.51
    TKT-3359,Nov,Central Zone,Landline,Service Outage,High,SLA Breached,9.53,34.92,4.0
    TKT-3360,Apr,Central Zone,TV,No Signal,Low,Escalated,9.87,38.83,4.15
    TKT-3361,Sep,South Zone,TV,No Signal,Low,Resolved,16.49,72.89,2.92
    TKT-3362,Nov,South Zone,Broadband,No Signal,Low,In Progress,7.17,26.39,4.09
    TKT-3363,Dec,West Zone,Broadband,Service Outage,Medium,Resolved,13.8,65.82,3.44
    TKT-3364,May,Central Zone,TV,Service Outage,Medium,SLA Breached,12.24,50.8,3.54
    TKT-3365,Oct,South Zone,Mobile,Dropped Calls,Medium,In Progress,15.3,68.27,2.81
    TKT-3366,Mar,East Zone,Mobile,Service Outage,Medium,Resolved,5.76,50.44,3.96
    TKT-3367,Jun,East Zone,Landline,Installation Delay,Low,Resolved,6.55,44.21,4.07
    TKT-3368,Oct,East Zone,Landline,Dropped Calls,High,Resolved,14.97,47.59,3.13
    TKT-3369,Jun,Central Zone,TV,Billing Error,Low,Escalated,11.13,57.13,3.34
    TKT-3370,Dec,Central Zone,Broadband,No Signal,Medium,Escalated,14.38,39.78,3.76
    TKT-3371,Sep,West Zone,Landline,Installation Delay,Medium,SLA Breached,15.89,54.88,3.42
    TKT-3372,Jun,West Zone,TV,Installation Delay,Medium,Escalated,13.86,60.57,3.54
    TKT-3373,Dec,Central Zone,TV,Dropped Calls,High,In Progress,5.56,53.96,4.12
    TKT-3374,Jul,Central Zone,Broadband,No Signal,Low,Resolved,12.52,53.67,3.57
    TKT-3375,Mar,West Zone,TV,Dropped Calls,Low,SLA Breached,9.72,62.94,2.99
    TKT-3376,Jun,Central Zone,TV,Billing Error,Low,Escalated,15.32,42.77,3.35
    TKT-3377,Nov,East Zone,Mobile,Service Outage,Low,Escalated,17.43,43.53,3.72
    TKT-3378,Jan,West Zone,Broadband,Service Outage,Low,In Progress,13.89,30.84,4.12
    TKT-3379,Oct,North Zone,Mobile,Installation Delay,Low,SLA Breached,17.36,75.97,3.02
    TKT-3380,Jul,East Zone,TV,Slow Internet,High,Escalated,13.51,63.19,3.45
    TKT-3381,Jul,North Zone,Landline,Billing Error,High,SLA Breached,10.59,43.36,3.87
    TKT-3382,May,West Zone,TV,Billing Error,Low,SLA Breached,10.94,30.81,3.88
    TKT-3383,Oct,North Zone,Broadband,Billing Error,Low,Resolved,10.37,33.33,4.26
    TKT-3384,Dec,North Zone,Broadband,No Signal,Medium,Escalated,11.46,54.89,3.18
    TKT-3385,Feb,East Zone,Mobile,Slow Internet,Low,Resolved,14.1,56.95,3.28
    TKT-3386,Jul,East Zone,Broadband,Billing Error,High,SLA Breached,9.66,26.49,4.07
    TKT-3387,Mar,East Zone,Broadband,Service Outage,High,Escalated,18.17,34.09,3.89
    TKT-3388,Sep,North Zone,Landline,Service Outage,High,In Progress,15.68,62.33,3.42
    TKT-3389,Jan,Central Zone,Broadband,Installation Delay,Medium,Resolved,15.48,61.22,3.01
    TKT-3390,Oct,Central Zone,Broadband,Service Outage,Low,In Progress,9.62,48.28,3.56
    TKT-3391,Dec,Central Zone,Mobile,Billing Error,High,SLA Breached,19.61,47.01,3.14
    TKT-3392,Jul,North Zone,Broadband,Billing Error,Low,Resolved,16.27,74.29,2.48
    TKT-3393,Aug,South Zone,Mobile,Slow Internet,Medium,SLA Breached,11.42,52.71,3.29
    TKT-3394,Jun,North Zone,Landline,Installation Delay,High,Escalated,8.15,61.92,3.35
    TKT-3395,Sep,Central Zone,Broadband,Billing Error,Medium,SLA Breached,15.14,35.87,3.64
    TKT-3396,Jan,South Zone,Broadband,Slow Internet,Low,SLA Breached,9.62,69.03,3.29
    TKT-3397,Mar,South Zone,Landline,Dropped Calls,High,SLA Breached,10.22,57.09,3.87
    TKT-3398,Feb,West Zone,Landline,Slow Internet,Low,In Progress,18.48,37.98,3.28
    TKT-3399,May,Central Zone,TV,Billing Error,Medium,In Progress,5.9,21.44,4.17
    TKT-3400,Oct,Central Zone,Mobile,Installation Delay,Medium,SLA Breached,5.84,61.77,3.45
    TKT-3401,Aug,South Zone,TV,No Signal,Low,SLA Breached,13.04,44.61,3.4
    TKT-3402,Apr,South Zone,TV,Dropped Calls,Low,SLA Breached,8.36,58.42,3.12
    TKT-3403,Aug,North Zone,TV,Billing Error,Medium,In Progress,11.3,37.42,3.52
    TKT-3404,Mar,West Zone,Landline,Slow Internet,High,SLA Breached,8.12,66.25,3.17
    TKT-3405,May,East Zone,Broadband,Dropped Calls,High,SLA Breached,5.38,28.27,4.56
    TKT-3406,Oct,South Zone,Mobile,Installation Delay,High,In Progress,19.96,44.08,3.04
    TKT-3407,Jun,North Zone,Broadband,No Signal,Medium,SLA Breached,11.58,35.12,3.98
    TKT-3408,Mar,Central Zone,Landline,Dropped Calls,Medium,Escalated,9.43,61.83,3.76
    TKT-3409,Mar,East Zone,Landline,Slow Internet,High,SLA Breached,13.91,67.59,3.65
    TKT-3410,Aug,South Zone,Mobile,No Signal,High,Escalated,12.54,70.91,3.37
    TKT-3411,Oct,South Zone,Landline,Dropped Calls,High,Escalated,13.72,68.79,3.35
    TKT-3412,Sep,East Zone,TV,Billing Error,Low,Resolved,13.86,68.56,3.11
    TKT-3413,Aug,Central Zone,Mobile,No Signal,Medium,Escalated,15.76,35.76,4.13
    TKT-3414,Nov,East Zone,Broadband,Slow Internet,High,In Progress,14.05,69.71,3.22
    TKT-3415,Jul,Central Zone,TV,Service Outage,Low,Escalated,9.81,47.77,3.95
    TKT-3416,Mar,East Zone,Mobile,Slow Internet,Low,In Progress,13.96,37.13,3.84
    TKT-3417,Sep,East Zone,Landline,Service Outage,High,Escalated,17.32,37.18,3.43
    TKT-3418,Aug,East Zone,Broadband,No Signal,Medium,Resolved,18.01,34.01,2.59
    TKT-3419,Oct,South Zone,Landline,Service Outage,Medium,Escalated,6.0,37.25,4.22
    TKT-3420,Sep,South Zone,TV,Dropped Calls,Low,Escalated,11.0,56.64,3.43
    TKT-3421,Oct,East Zone,Landline,Installation Delay,Medium,SLA Breached,13.78,35.92,3.61
    TKT-3422,Aug,North Zone,Broadband,No Signal,Low,In Progress,6.47,63.23,3.97
    TKT-3423,Oct,North Zone,Mobile,Dropped Calls,High,Resolved,18.24,75.89,2.79
    TKT-3424,Mar,North Zone,Landline,No Signal,High,Resolved,10.8,44.23,3.78
    TKT-3425,Nov,East Zone,Landline,No Signal,Low,In Progress,11.89,70.12,3.34
    TKT-3426,Aug,North Zone,Landline,Slow Internet,Low,Resolved,19.64,34.05,3.34
    TKT-3427,May,South Zone,Broadband,Service Outage,High,In Progress,11.44,26.01,4.02
    TKT-3428,Jan,South Zone,TV,Installation Delay,Medium,Escalated,19.29,68.92,2.73
    TKT-3429,Nov,South Zone,Landline,Billing Error,Low,In Progress,19.38,77.09,2.31
    TKT-3430,Aug,East Zone,Landline,Slow Internet,Medium,Resolved,10.34,25.34,3.83
    TKT-3431,Jul,South Zone,TV,Service Outage,Medium,In Progress,18.96,67.71,2.97
    TKT-3432,Jul,East Zone,Landline,No Signal,Medium,In Progress,18.31,48.95,3.17
    TKT-3433,Apr,South Zone,TV,Installation Delay,High,Escalated,7.51,27.21,4.04
    TKT-3434,Jun,South Zone,Mobile,No Signal,Low,Escalated,13.21,49.31,3.55
    TKT-3435,Mar,West Zone,Landline,No Signal,Medium,SLA Breached,10.05,37.49,4.34
    TKT-3436,Nov,South Zone,Broadband,Dropped Calls,Low,SLA Breached,14.79,48.97,3.63
    TKT-3437,Nov,West Zone,TV,Slow Internet,Low,SLA Breached,5.44,52.11,3.8
    TKT-3438,Aug,East Zone,Broadband,Service Outage,Medium,SLA Breached,12.21,29.62,3.46
    TKT-3439,Nov,East Zone,TV,Slow Internet,Low,Escalated,10.51,23.99,3.54
    TKT-3440,Nov,South Zone,Broadband,Installation Delay,High,Resolved,16.44,41.46,3.07
    TKT-3441,Oct,South Zone,Landline,Service Outage,Low,In Progress,9.58,55.96,3.95
    TKT-3442,May,Central Zone,TV,Service Outage,Low,In Progress,18.12,28.17,2.81
    TKT-3443,Oct,East Zone,Mobile,Dropped Calls,High,Resolved,9.08,62.36,3.76
    TKT-3444,Nov,South Zone,Landline,Billing Error,High,SLA Breached,17.44,62.5,3.51
    TKT-3445,Mar,Central Zone,Broadband,Billing Error,Medium,In Progress,13.55,53.3,3.2
    TKT-3446,Apr,East Zone,Mobile,Slow Internet,High,SLA Breached,11.67,53.33,4.04
    TKT-3447,May,East Zone,Mobile,Dropped Calls,High,Resolved,16.56,48.57,3.52
    TKT-3448,Jun,East Zone,Broadband,Service Outage,Medium,SLA Breached,18.73,72.28,2.27
    TKT-3449,Nov,East Zone,Broadband,No Signal,Low,SLA Breached,8.3,45.36,3.72
    TKT-3450,Aug,Central Zone,Broadband,Billing Error,Low,In Progress,16.9,61.67,2.99
    TKT-3451,Aug,East Zone,Mobile,Dropped Calls,Medium,Escalated,7.94,52.66,3.6
    TKT-3452,Jan,South Zone,Broadband,Slow Internet,High,SLA Breached,11.03,62.46,3.48
    TKT-3453,Jan,Central Zone,Broadband,Billing Error,Low,Escalated,6.58,38.1,4.11
    TKT-3454,Sep,East Zone,Broadband,Slow Internet,Low,SLA Breached,19.08,78.19,2.31
    TKT-3455,May,North Zone,Mobile,Installation Delay,Low,In Progress,6.56,30.13,4.51
    TKT-3456,Aug,West Zone,Mobile,No Signal,Low,SLA Breached,17.05,74.32,2.97
    TKT-3457,Mar,North Zone,Broadband,Service Outage,Medium,Escalated,17.1,53.8,3.45
    TKT-3458,Jan,North Zone,TV,No Signal,Low,SLA Breached,9.0,65.83,3.19
    TKT-3459,Aug,North Zone,Landline,Installation Delay,Medium,Escalated,6.98,39.7,4.14
    TKT-3460,Jan,North Zone,TV,Billing Error,High,Escalated,11.72,63.65,3.51
    TKT-3461,Mar,South Zone,Mobile,No Signal,Low,Resolved,7.03,58.53,3.74
    TKT-3462,Aug,West Zone,Broadband,Service Outage,Medium,Resolved,6.38,34.61,4.63
    TKT-3463,Oct,North Zone,Mobile,Service Outage,Medium,Escalated,16.97,45.19,3.49
    TKT-3464,Jan,North Zone,Landline,Billing Error,Low,SLA Breached,11.01,64.16,3.72
    TKT-3465,Jun,Central Zone,Mobile,Installation Delay,Low,Escalated,19.11,41.64,3.07
